	SMARTS_ChKur	SMARTS_Gueymard	SMARTS_newKur	SMARTS_oldKur	SMARTS_ThKur	SMARTS_Wehrli_WRC85	SMARTS_CebChKur		Wave 			"Synthetic/composite Extraterrestrial Spectrum by Chris Gueymard, May 2003"	
681.0	1.46694	1.487	1.49582	1.4864	1.49525	1.49552	1.46694					397	5.26E-01
682.0	1.47149	1.493	1.4957	1.48452	1.49298	1.49731	1.47149					397.5	1.07E+00
683.0	1.46889	1.476	1.50037	1.48977	1.49089	1.50033	1.46889					398	1.50E+00
684.0	1.43581	1.466	1.4771	1.466	1.48898	1.47862	1.43581					398.5	1.55E+00
685.0	1.45982	1.465	1.49276	1.47902	1.48727	1.49164	1.45982					399	1.67E+00
686.0	1.43352	1.433	1.43341	1.4186	1.48574	1.4371	1.43352					399.5	1.66E+00
687.0	1.47741	1.472	1.49755	1.48449	1.48438	1.49538	1.47741					400	1.73E+00
688.0	1.46529	1.476	1.48086	1.46517	1.48362	1.4822	1.46529					401	1.77E+00
689.0	1.47008	1.478	1.48416	1.47033	1.48869	1.48287	1.47008					402	1.86E+00
690.0	1.46841	1.479	1.4843	1.46839	1.49447	1.48479	1.46841					403	1.76E+00
691.0	1.4584	1.468	1.47436	1.45839	1.49001	1.47423	1.4584					404	1.73E+00
692.0	1.43758	1.454	1.453	1.43764	1.4806	1.45283	1.43758					405	1.73E+00
693.0	1.43983	1.458	1.45577	1.4399	1.4794	1.45709	1.43983					406	1.70E+00
694.0	1.45196	1.457	1.46887	1.45189	1.47875	1.46832	1.45196					407	1.67E+00
695.0	1.42288	1.435	1.43976	1.42285	1.46685	1.44151	1.42288					408	1.73E+00
696.0	1.43548	1.442	1.45302	1.43545	1.47211	1.45289	1.43548					409	1.85E+00
697.0	1.43314	1.438	1.45105	1.43308	1.46585	1.45235	1.43314					410	1.61E+00
698.0	1.40743	1.417	1.42426	1.40744	1.45307	1.42444	1.40743					411	1.74E+00
699.0	1.43432	1.434	1.45501	1.43828	1.47473	1.45484	1.43432					412	1.86E+00
700.0	1.39345	1.422	1.43504	1.41995	1.4627	1.43488	1.39345					413	1.82E+00
701.0	1.3643	1.41313	1.41278	1.39388	1.44464	1.41462	1.3643					414	1.83E+00
702.0	1.36818	1.39866	1.39861	1.38667	1.4425	1.39674	1.36818					415	1.83E+00
703.0	1.37112	1.40954	1.40952	1.39523	1.44897	1.41078	1.37112					416	1.86E+00
704.0	1.38272	1.41874	1.41858	1.40564	1.45878	1.41911	1.38272					417	1.81E+00
705.0	1.40124	1.43303	1.43281	1.41973	1.46114	1.43372	1.40124					418	1.78E+00
706.0	1.39079	1.41376	1.41366	1.40363	1.44581	1.4138	1.39079					419	1.80E+00
707.0	1.38717	1.404	1.39297	1.38247	1.43855	1.39398	1.38717					420	1.79E+00
708.0	1.40544	1.399	1.42962	1.4217	1.43157	1.42736	1.40544					421	1.87E+00
709.0	1.3685	1.39	1.38345	1.37383	1.41672	1.38601	1.3685					422	1.77E+00
710.0	1.39125	1.404	1.4126	1.40525	1.42019	1.41267	1.39125					423	1.73E+00
711.0	1.38417	1.39701	1.39688	1.38939	1.4072	1.39778	1.38417					424	1.83E+00
712.0	1.36908	1.38178	1.38146	1.37341	1.39465	1.38273	1.36908					425	1.82E+00
713.0	1.37013	1.37019	1.37218	1.36867	1.39301	1.37201	1.37013					426	1.77E+00
714.0	1.38201	1.38192	1.39529	1.38925	1.39582	1.39511	1.38201					427	1.73E+00
715.0	1.35022	1.35019	1.34615	1.34246	1.3855	1.3474	1.35022					428	1.68E+00
716.0	1.36921	1.36939	1.38394	1.37978	1.38812	1.38004	1.36921					429	1.59E+00
717.0	1.28135	1.365	1.35274	1.34821	1.39084	1.3561	1.28135					430	1.39E+00
718.0	1.23846	1.357	1.34717	1.34215	1.38099	1.34961	1.23846					431	1.38E+00
719.0	1.1809	1.301	1.32479	1.32449	1.36506	1.32231	1.1809					432	1.77E+00
720.0	1.19756	1.34872	1.34876	1.34142	1.3718	1.35092	1.19756					433	1.78E+00
721.0	1.25018	1.348	1.335	1.33346	1.37063	1.33367	1.25018					434	1.65E+00
722.0	1.32278	1.36	1.35043	1.35084	1.36996	1.35006	1.32278					435	1.73E+00
723.0	1.28573	1.35104	1.35098	1.34755	1.37032	1.35198	1.28573					436	1.94E+00
724.0	1.23568	1.36068	1.36063	1.3593	1.37186	1.36046	1.23568					437	1.91E+00
725.0	1.23718	1.3465	1.3464	1.34529	1.36322	1.3483	1.23718					438	1.73E+00
726.0	1.26264	1.34287	1.34281	1.3419	1.35853	1.34535	1.26264					439	1.80E+00
727.0	1.26482	1.3444	1.3622	1.36225	1.35948	1.35978	1.26482					440	1.85E+00
728.0	1.2356	1.337	1.34123	1.33986	1.34312	1.34055	1.2356					441	1.91E+00
729.0	1.21576	1.27958	1.27998	1.27957	1.32379	1.28236	1.21576					442	2.05E+00
730.0	1.27946	1.33571	1.33565	1.33415	1.34024	1.33516	1.27946					443	2.00E+00
731.0	1.24067	1.3104	1.31026	1.30773	1.34533	1.31183	1.24067					444	2.03E+00
732.0	1.28729	1.33329	1.33322	1.3308	1.34517	1.33269	1.28729					445	1.99E+00
733.0	1.28962	1.31082	1.31071	1.30841	1.3396	1.31058	1.28962					446	1.89E+00
734.0	1.31886	1.339	1.33913	1.3341	1.34587	1.33888	1.31886					447	2.04E+00
735.0	1.29867	1.32709	1.32707	1.32268	1.33412	1.32798	1.29867					448	2.08E+00
736.0	1.28791	1.31	1.30502	1.2992	1.32297	1.30532	1.28791					449	2.08E+00
737.0	1.29946	1.312	1.31923	1.31434	1.32216	1.31927	1.29946					450	2.13E+00
738.0	1.30313	1.3	1.31833	1.31229	1.3092	1.31861	1.30313					451	2.21E+00
739.0	1.26074	1.26464	1.26678	1.26464	1.28461	1.26613	1.26074					452	2.13E+00
740.0	1.28277	1.28299	1.28833	1.28101	1.2901	1.29111	1.28277					453	2.00E+00
741.0	1.27078	1.27073	1.2719	1.26869	1.27795	1.27064	1.27078					454	2.08E+00
742.0	1.26501	1.26492	1.252	1.24855	1.28098	1.25175	1.26501					455	2.09E+00
743.0	1.28902	1.2892	1.28943	1.28533	1.30097	1.29067	1.28902					456	2.14E+00
744.0	1.29566	1.29555	1.29636	1.29271	1.30212	1.29621	1.29566					457	2.17E+00
745.0	1.27758	1.292	1.26852	1.26649	1.3037	1.26836	1.27758					458	2.10E+00
746.0	1.28653	1.28918	1.28896	1.28149	1.3053	1.29098	1.28653					459	2.09E+00
747.0	1.30032	1.289	1.29722	1.29695	1.30599	1.29559	1.30032					460	2.09E+00
748.0	1.28478	1.28083	1.28058	1.2751	1.30542	1.28098	1.28478					461	2.14E+00
749.0	1.28618	1.276	1.28009	1.27396	1.28861	1.27979	1.28618					462	2.15E+00
750.0	1.26655	1.274	1.26082	1.2551	1.28342	1.26188	1.26655					463	2.14E+00
751.0	1.25362	1.268	1.25722	1.25062	1.27585	1.25998	1.25362					464	2.10E+00
752.0	1.28084	1.272	1.2806	1.27396	1.28163	1.27746	1.28084					465	2.06E+00
753.0	1.25588	1.265	1.25816	1.25067	1.28046	1.26029	1.25588					466	2.08E+00
754.0	1.28077	1.28091	1.28366	1.27581	1.28922	1.28303	1.28077					467	2.04E+00
755.0	1.26991	1.27713	1.27712	1.26945	1.28695	1.27679	1.26991					468	2.07E+00
756.0	1.25635	1.261	1.24916	1.24181	1.28521	1.25011	1.25635					469	2.08E+00
757.0	1.26146	1.25984	1.25971	1.25323	1.28919	1.25842	1.26146					470	2.01E+00
758.0	1.26162	1.268	1.25803	1.25152	1.28131	1.258	1.26162					471	2.01E+00
759.0	1.23547	1.25	1.24156	1.23228	1.27781	1.24275	1.23547					472	2.11E+00
760.0	1.2439	1.259	1.25323	1.24374	1.28009	1.25431	1.2439					473	2.09E+00
761.0	1.24091	1.24867	1.24854	1.24113	1.26561	1.24864	1.24091					474	2.09E+00
762.0	1.20808	1.246	1.21695	1.2081	1.25749	1.21736	1.20808					475	2.12E+00
763.0	1.24472	1.25434	1.25438	1.24473	1.27007	1.25442	1.24472					476	2.06E+00
764.0	1.24612	1.25661	1.2564	1.2461	1.2753	1.25693	1.24612					477	2.07E+00
765.0	1.24516	1.2452	1.25466	1.24536	1.26356	1.25366	1.24516					478	2.12E+00
766.0	1.17462	1.2	1.18475	1.17456	1.22319	1.18307	1.17462					479	2.10E+00
767.0	1.18414	1.212	1.19531	1.18399	1.24222	1.19859	1.18414					480	2.10E+00
768.0	1.22383	1.231	1.23402	1.22383	1.25537	1.2344	1.22383					481	2.14E+00
769.0	1.21556	1.21421	1.22584	1.21548	1.2459	1.22706	1.21556					482	2.14E+00
770.0	1.20584	1.21456	1.2141	1.20594	1.24299	1.2132	1.20584					483	2.11E+00
771.0	1.20597	1.20732	1.21449	1.20593	1.24152	1.21466	1.20597					484	2.06E+00
772.0	1.20007	1.212	1.20725	1.20025	1.2372	1.20715	1.20007					485	1.96E+00
773.0	1.19574	1.21	1.20384	1.19567	1.23176	1.204	1.19574					486	1.71E+00
774.0	1.21131	1.209	1.22023	1.21105	1.21995	1.22082	1.21131					487	1.79E+00
775.0	1.1596	1.208	1.16629	1.1598	1.20809	1.16745	1.1596					488	1.97E+00
776.0	1.2102	1.21023	1.21792	1.21019	1.19623	1.2177	1.2102					489	1.97E+00
777.0	1.20296	1.20276	1.21107	1.2028	1.18457	1.21096	1.20296					490	2.07E+00
778.0	1.19531	1.20143	1.20158	1.19538	1.17879	1.20244	1.19531					491	2.03E+00
779.0	1.20873	1.20668	1.2067	1.20013	1.18456	1.20674	1.20873					492	1.92E+00
780.0	1.19465	1.19301	1.19298	1.18662	1.17818	1.19357	1.19465					493	1.98E+00
781.0	1.19449	1.18981	1.18972	1.18435	1.18055	1.19103	1.19449					494	2.00E+00
782.0	1.20975	1.195	1.20436	1.19973	1.18481	1.20339	1.20975					495	2.02E+00
783.0	1.18959	1.18962	1.18295	1.17646	1.17086	1.18323	1.18959					496	2.03E+00
784.0	1.18784	1.181	1.17698	1.17755	1.16435	1.1767	1.18784					497	2.06E+00
785.0	1.19054	1.18743	1.18734	1.18561	1.17213	1.18725	1.19054					498	1.96E+00
786.0	1.19322	1.189	1.16689	1.16716	1.17315	1.16732	1.19322					499	1.99E+00
787.0	1.18522	1.1877	1.18754	1.18782	1.17081	1.18759	1.18522					500	1.93E+00
788.0	1.17304	1.18	1.17197	1.17201	1.16792	1.1728	1.17304					501	1.90E+00
789.0	1.17755	1.18125	1.18115	1.18333	1.1697	1.18037	1.17755					502	1.88E+00
790.0	1.1579	1.17042	1.17052	1.17183	1.17128	1.17165	1.1579					503	1.96E+00
791.0	1.16422	1.16323	1.16305	1.16466	1.16001	1.16308	1.16422					504	1.93E+00
792.0	1.14486	1.15	1.14471	1.14743	1.14827	1.14417	1.14486					505	1.98E+00
793.0	1.13013	1.14488	1.14475	1.14547	1.13045	1.14661	1.13013					506	2.05E+00
794.0	1.13831	1.126	1.12296	1.12752	1.12213	1.12108	1.13831					507	1.95E+00
795.0	1.12807	1.12804	1.12464	1.12502	1.13831	1.12564	1.12807					508	1.88E+00
796.0	1.14285	1.14266	1.14761	1.14953	1.15121	1.14788	1.14285					509	1.93E+00
797.0	1.14501	1.158	1.15331	1.15477	1.14972	1.15355	1.14501					510	1.92E+00
798.0	1.1572	1.15008	1.15003	1.15157	1.14817	1.15044	1.1572					511	1.96E+00
799.0	1.15138	1.135	1.15096	1.1521	1.14057	1.15107	1.15138					512	1.98E+00
800.0	1.12485	1.12482	1.12366	1.12457	1.13217	1.12433	1.12485					513	1.87E+00
801.0	1.1426	1.14267	1.1426	1.14358	1.13798	1.14295	1.1426					514	1.86E+00
802.0	1.1421	1.14221	1.1421	1.14253	1.13743	1.14209	1.1421					515	1.84E+00
803.0	1.12389	1.12411	1.12389	1.12509	1.1342	1.12335	1.12389					516	1.84E+00
804.0	1.13387	1.13418	1.13387	1.13478	1.13303	1.13413	1.13387					517	1.63E+00
805.0	1.1001	1.10013	1.1001	1.10133	1.12081	1.10051	1.1001					518	1.71E+00
806.0	1.13083	1.13095	1.13083	1.13134	1.12834	1.1317	1.13083					519	1.80E+00
807.0	1.12298	1.12305	1.12298	1.12379	1.12525	1.12336	1.12298					520	1.86E+00
808.0	1.11638	1.11623	1.11638	1.11885	1.12103	1.11554	1.11638					521	1.88E+00
809.0	1.09806	1.09804	1.09806	1.10133	1.11358	1.09918	1.09806					522	1.89E+00
810.0	1.09385	1.11	1.09385	1.09689	1.1129	1.09384	1.09385					523	1.85E+00
811.0	1.1143	1.11429	1.1143	1.11805	1.12277	1.1148	1.1143					524	1.92E+00
812.0	1.11122	1.116	1.11122	1.11681	1.12601	1.11111	1.11122					525	1.95E+00
813.0	1.10954	1.118	1.10954	1.11548	1.12931	1.11022	1.10954					526	1.86E+00
814.0	1.11054	1.11739	1.11054	1.11739	1.12373	1.11058	1.11054					527	1.76E+00
815.0	1.10189	1.10907	1.10189	1.10907	1.11907	1.10227	1.10189					528	1.86E+00
816.0	1.09861	1.10504	1.09861	1.10504	1.11583	1.09908	1.09861					529	1.97E+00
817.0	1.09876	1.10832	1.09876	1.10832	1.10992	1.09841	1.09876					530	1.94E+00
818.0	1.08602	1.08613	1.08602	1.09714	1.09571	1.0858	1.08602					531	1.97E+00
819.0	1.07373	1.07384	1.07373	1.0798	1.08105	1.07122	1.07373					532	1.90E+00
820.0	1.04184	1.074	1.04184	1.04887	1.07767	1.04609	1.04184					533	1.85E+00
821.0	1.06565	1.076	1.06565	1.07664	1.08442	1.06515	1.06565					534	1.90E+00
822.0	1.05102	1.056	1.05102	1.05768	1.08592	1.05402	1.05102					535	1.94E+00
823.0	1.06841	1.076	1.06841	1.07589	1.09628	1.06792	1.06841					536	1.95E+00
824.0	1.07157	1.07154	1.07157	1.08269	1.0957	1.06994	1.07157					537	1.87E+00
825.0	1.06979	1.06994	1.06979	1.0787	1.0942	1.06916	1.06979					538	1.91E+00
826.0	1.0756	1.07586	1.0756	1.08544	1.09697	1.07547	1.0756					539	1.89E+00
827.0	1.07621	1.07623	1.07621	1.08404	1.09925	1.07676	1.07621					540	1.81E+00
828.0	1.07479	1.07486	1.07479	1.08361	1.09596	1.07499	1.07479					541	1.83E+00
829.0	1.07168	1.062	1.07168	1.0818	1.08696	1.07092	1.07168					542	1.89E+00
830.0	1.05613	1.05627	1.05613	1.06352	1.08316	1.05717	1.05613					543	1.87E+00
831.0	1.03699	1.056	1.03699	1.04495	1.08234	1.0387	1.03699					544	1.90E+00
832.0	1.05795	1.055	1.05795	1.06663	1.07992	1.05702	1.05795					545	1.90E+00
833.0	1.02567	1.03266	1.02567	1.03266	1.0558	1.02566	1.02567					546	1.91E+00
834.0	1.03565	1.04591	1.03565	1.0459	1.05316	1.03628	1.03565					547	1.90E+00
835.0	1.03821	1.04757	1.03821	1.04757	1.06778	1.03852	1.03821					548	1.88E+00
836.0	1.05101	1.0597	1.05101	1.0597	1.07564	1.0509	1.05101					549	1.88E+00
837.0	1.04223	1.05108	1.04223	1.05108	1.07301	1.04308	1.04223					550	1.91E+00
838.0	1.04573	1.0549	1.04573	1.0549	1.06708	1.04545	1.04573					551	1.88E+00
839.0	1.00975	1.04	1.00975	1.01789	1.06415	1.01038	1.00975					552	1.89E+00
840.0	1.0383	1.05	1.0383	1.04643	1.08115	1.03862	1.0383					553	1.86E+00
841.0	1.0425	1.052	1.0425	1.05168	1.0829	1.04226	1.0425					554	1.91E+00
842.0	1.02858	1.02865	1.02858	1.03864	1.06889	1.02801	1.02858					555	1.91E+00
843.0	1.02712	1.02714	1.02712	1.0351	1.05645	1.0263	1.02712					556	1.89E+00
844.0	1.0058	1.014	1.0058	1.01486	1.0514	1.00751	1.0058					557	1.83E+00
845.0	1.02116	1.036	1.02116	1.03071	1.06509	1.02157	1.02116					558	1.82E+00
846.0	1.0274	1.037	1.0274	1.03945	1.06679	1.02678	1.0274					559	1.79E+00
847.0	0.99582	1.006	0.99582	1.00529	1.05348	0.99727	0.99582					560	1.81E+00
848.0	1.02436	1.011	1.02436	1.03685	1.04832	1.02402	1.02436					561	1.84E+00
849.0	1.02294	1.005	1.02294	1.03702	1.02213	1.02183	1.02294					562	1.83E+00
850.0	0.88962	0.91	0.88962	0.89983	0.97898	0.89219	0.88962					563	1.88E+00
851.0	1.01176	0.998	1.01176	1.02844	1.02276	1.00643	1.01176					564	1.83E+00
852.0	0.98098	0.99	0.98098	0.9916	1.01761	0.98471	0.98098					565	1.82E+00
853.0	0.98814	0.981	0.98814	1.00186	0.98038	0.9878	0.98814					566	1.80E+00
854.0	0.80758	0.869	0.80758	0.81216	0.86897	0.81312	0.80758					567	1.84E+00
855.0	0.86174	0.927	0.86174	0.87999	0.92738	0.8578	0.86174					568	1.83E+00
856.0	0.99012	0.99017	0.99012	1.00435	1.01097	0.98977	0.99012					569	1.81E+00
857.0	1.00547	1.00555	1.00547	1.02011	1.02267	1.00536	1.00547					570	1.80E+00
858.0	0.99232	1.007	0.99232	1.00611	1.03764	0.99278	0.99232					571	1.79E+00
859.0	0.98168	1.005	0.98168	1.00056	1.03794	0.98098	0.98168					572	1.84E+00
860.0	0.98037	1	0.98037	0.99588	1.03168	0.98097	0.98037					573	1.87E+00
861.0	0.98124	0.999	0.98124	0.99563	1.03192	0.98183	0.98124					574	1.86E+00
862.0	0.97389	1.006	0.97389	0.99066	1.04349	0.97449	0.97389					575	1.83E+00
863.0	0.99246	1.012	0.99246	1.01154	1.06718	0.99134	0.99246					576	1.82E+00
864.0	0.98991	0.99006	0.98991	1.00699	1.05509	0.99049	0.98991					577	1.83E+00
865.0	0.97346	0.97354	0.97346	0.99173	1.00365	0.97333	0.97346					578	1.80E+00
866.0	0.82916	0.858	0.82916	0.83867	0.89652	0.83353	0.82916					579	1.80E+00
867.0	0.85538	0.925	0.85538	0.8792	0.95481	0.85002	0.85538					580	1.82E+00
868.0	0.94067	0.969	0.94067	0.96025	1.01489	0.94368	0.94067					581	1.82E+00
869.0	0.92968	0.959	0.92968	0.94991	1.00866	0.92959	0.92968					582	1.84E+00
870.0	0.96617	0.977	0.96617	0.9876	1.01042	0.96563	0.96617					583	1.84E+00
871.0	0.96305	0.96317	0.96305	0.98504	1.00801	0.9639	0.96305					584	1.85E+00
872.0	0.96535	0.976	0.96535	0.98642	1.01464	0.96441	0.96535					585	1.80E+00
873.0	0.96622	0.96614	0.96622	0.98814	1.01651	0.96582	0.96622					586	1.77E+00
874.0	0.94922	0.94913	0.94922	0.97105	1.00815	0.95007	0.94922					587	1.81E+00
875.0	0.93555	0.93562	0.93555	0.95544	0.99521	0.93687	0.93555					588	1.79E+00
876.0	0.94019	0.962	0.94019	0.96507	1.01536	0.93907	0.94019					589	1.65E+00
877.0	0.95841	0.965	0.95841	0.98313	0.98869	0.95775	0.95841					590	1.72E+00
878.0	0.95209	0.962	0.95209	0.97519	0.95209	0.95291	0.95209					591	1.78E+00
879.0	0.94552	0.94571	0.94552	0.97237	0.94552	0.94663	0.94552					592	1.78E+00
880.0	0.94843	0.94856	0.94843	0.97176	0.94843	0.94627	0.94843					593	1.78E+00
881.0	0.89578	0.91963	0.89578	0.91963	0.89578	0.89735	0.89578					594	1.78E+00
882.0	0.94403	0.94408	0.94403	0.97082	0.94403	0.94153	0.94403					595	1.75E+00
883.0	0.92621	0.9393	0.92621	0.94864	0.92621	0.92992	0.92621					596	1.78E+00
884.0	0.93153	0.943515	0.93153	0.95535	0.93153	0.93205	0.93153					597	1.77E+00
885.0	0.94276	0.95469	0.94276	0.96665	0.94276	0.94258	0.94276					598	1.75E+00
886.0	0.91424	0.925585	0.91424	0.93668	0.91424	0.91587	0.91424					599	1.75E+00
887.0	0.90119	0.923	0.90119	0.92255	0.90119	0.90006	0.90119					600	1.74E+00
888.0	0.92999	0.94066	0.92999	0.95115	0.92999	0.93029	0.92999					601	1.72E+00
889.0	0.93355	0.943665	0.93355	0.95374	0.93355	0.93429	0.93355					602	1.70E+00
890.0	0.93572	0.942365	0.93572	0.9556	0.93572	0.93569	0.93572					603	1.73E+00
891.0	0.93309	0.939275	0.93309	0.95132	0.93309	0.93385	0.93309					604	1.75E+00
892.0	0.92483	0.932585	0.92483	0.94732	0.92483	0.92396	0.92483					605	1.74E+00
893.0	0.90357	0.918	0.90357	0.92129	0.90357	0.90504	0.90357					606	1.73E+00
894.0	0.92818	0.924	0.92818	0.95047	0.92818	0.92646	0.92818					607	1.75E+00
895.0	0.89942	0.926	0.89942	0.91856	0.89942	0.90157	0.89942					608	1.72E+00
896.0	0.93093	0.93425	0.93093	0.95272	0.93093	0.93037	0.93093					609	1.72E+00
897.0	0.91044	0.926865	0.91044	0.93273	0.91044	0.91012	0.91044					610	1.71E+00
898.0	0.91209	0.92378	0.91209	0.93545	0.91209	0.91241	0.91209					611	1.71E+00
899.0	0.91382	0.91396	0.91382	0.93718	0.91382	0.91469	0.91382					612	1.71E+00
900.0	0.88941	0.91378	0.88941	0.91378	0.88941	0.89109	0.88941					613	1.68E+00
901.0	0.87411	0.89834	0.87411	0.89834	0.87411	0.87231	0.87411					614	1.66E+00
902.0	0.85466	0.8772	0.85466	0.8772	0.85466	0.85558	0.85466					615	1.69E+00
903.0	0.89702	0.92233	0.89702	0.92233	0.89702	0.89725	0.89702					616	1.63E+00
904.0	0.90928	0.921	0.90928	0.93501	0.90928	0.90906	0.90928					617	1.63E+00
905.0	0.90813	0.918	0.90813	0.93254	0.90813	0.9087	0.90813					618	1.69E+00
906.0	0.88899	0.9078	0.88899	0.91141	0.88899	0.8901	0.88899					619	1.67E+00
907.0	0.89493	0.9145	0.89493	0.92263	0.89493	0.89375	0.89493					620	1.68E+00
908.0	0.87856	0.90143	0.87856	0.90143	0.87856	0.88015	0.87856					621	1.69E+00
909.0	0.86246	0.88552	0.86246	0.88552	0.86246	0.86119	0.86246					622	1.67E+00
910.0	0.87192	0.89496	0.87192	0.89496	0.87192	0.87282	0.87192					623	1.65E+00
911.0	0.87674	0.8973	0.87674	0.8973	0.87674	0.87725	0.87674					624	1.62E+00
912.0	0.86506	0.89016	0.86506	0.89017	0.86506	0.86535	0.86506					625	1.61E+00
913.0	0.89397	0.9002	0.89397	0.91812	0.89397	0.8936	0.89397					626	1.64E+00
914.0	0.88734	0.8982	0.88734	0.91184	0.88734	0.88743	0.88734					627	1.67E+00
915.0	0.8709	0.8883	0.8709	0.8969	0.8709	0.8709	0.8709					628	1.66E+00
916.0	0.88088	0.8947	0.88088	0.90865	0.88088	0.88044	0.88088					629	1.66E+00
917.0	0.86646	0.8886	0.86646	0.89511	0.86646	0.86714	0.86646					630	1.63E+00
918.0	0.86413	0.8881	0.86413	0.89198	0.86413	0.86487	0.86413					631	1.63E+00
919.0	0.87191	0.8921	0.87191	0.90328	0.87191	0.87197	0.87191					632	1.60E+00
920.0	0.86306	0.8854	0.86306	0.89499	0.86306	0.86334	0.86306					633	1.64E+00
921.0	0.84277	0.8703	0.84277	0.87517	0.84277	0.84324	0.84277					634	1.61E+00
922.0	0.84006	0.8628	0.84006	0.87194	0.84006	0.83848	0.84006					635	1.63E+00
923.0	0.80431	0.83335	0.80431	0.83335	0.80431	0.8076	0.80431					636	1.60E+00
924.0	0.83762	0.86957	0.83762	0.86957	0.83762	0.83545	0.83762					637	1.63E+00
925.0	0.84474	0.87642	0.84474	0.87642	0.84474	0.84344	0.84474					638	1.63E+00
926.0	0.81742	0.84561	0.81742	0.84561	0.81742	0.81957	0.81742					639	1.61E+00
927.0	0.85081	0.87809	0.85081	0.87809	0.85081	0.85086	0.85081					640	1.59E+00
928.0	0.85664	0.8711	0.85664	0.88292	0.85664	0.85666	0.85664					641	1.59E+00
929.0	0.8446	0.86954	0.8446	0.86954	0.8446	0.84501	0.8446					642	1.58E+00
930.0	0.84494	0.86866	0.84494	0.86866	0.84494	0.84492	0.84494					643	1.60E+00
931.0	0.84784	0.87078	0.84784	0.87078	0.84784	0.84796	0.84784					644	1.59E+00
932.0	0.8416	0.86514	0.8416	0.86514	0.8416	0.84132	0.8416					645	1.59E+00
933.0	0.84582	0.86958	0.84582	0.86958	0.84582	0.8456	0.84582					646	1.57E+00
934.0	0.84427	0.86709	0.84427	0.86709	0.84427	0.84462	0.84427					647	1.58E+00
935.0	0.83301	0.85601	0.83301	0.85601	0.83301	0.8346	0.83301					648	1.59E+00
936.0	0.82755	0.85222	0.82755	0.85221	0.82755	0.82785	0.82755					649	1.56E+00
937.0	0.83667	0.85368	0.83667	0.86368	0.83667	0.83586	0.83667					650	1.53E+00
938.0	0.83389	0.85936	0.83389	0.85936	0.83389	0.83445	0.83389					651	1.59E+00
939.0	0.82902	0.85676	0.82902	0.85676	0.82902	0.82894	0.82902					652	1.57E+00
940.0	0.82571	0.84	0.82571	0.85162	0.82571	0.8249	0.82571					653	1.57E+00
941.0	0.79899	0.83153	0.79899	0.83152	0.79899	0.79682	0.79899					654	1.54E+00
942.0	0.78546	0.80616	0.78546	0.80616	0.78546	0.78928	0.78546					655	1.51E+00
943.0	0.82029	0.83814	0.82029	0.84875	0.82029	0.82016	0.82029					656	1.32E+00
944.0	0.80185	0.81854	0.80185	0.8289	0.80185	0.80169	0.80185					657	1.36E+00
945.0	0.8098	0.82441	0.8098	0.83484	0.8098	0.8098	0.8098					658	1.51E+00
946.0	0.81485	0.83138	0.81485	0.8419	0.81485	0.81502	0.81485					659	1.51E+00
947.0	0.81452	0.82809	0.81452	0.83857	0.81452	0.81519	0.81452					660	1.52E+00
948.0	0.81736	0.83137	0.81736	0.84189	0.81736	0.81754	0.81736					661	1.53E+00
949.0	0.81772	0.83303	0.81772	0.84357	0.81772	0.81746	0.81772					662	1.54E+00
950.0	0.81462	0.82867	0.81462	0.83916	0.81462	0.81455	0.81462					663	1.50E+00
951.0	0.8054	0.82019	0.8054	0.83057	0.8054	0.80663	0.8054					664	1.51E+00
952.0	0.80941	0.82402	0.80941	0.83445	0.80941	0.80963	0.80941					665	1.51E+00
953.0	0.80504	0.8205	0.80504	0.83089	0.80504	0.80458	0.80504					666	1.50E+00
954.0	0.79444	0.812	0.79444	0.82118	0.79444	0.79198	0.79444					667	1.50E+00
955.0	0.74644	0.769	0.74644	0.76878	0.74644	0.75001	0.74644					668	1.50E+00
956.0	0.79527	0.802	0.79527	0.82095	0.79527	0.79452	0.79527					669	1.52E+00
957.0	0.79066	0.80583	0.79066	0.81603	0.79066	0.79128	0.79066					670	1.51E+00
958.0	0.79654	0.81147	0.79654	0.82174	0.79654	0.7961	0.79654					671	1.51E+00
959.0	0.80007	0.81483	0.80007	0.82514	0.80007	0.80027	0.80007					672	1.49E+00
960.0	0.79177	0.80627	0.79177	0.81648	0.79177	0.79169	0.79177					673	1.51E+00
961.0	0.78715	0.79982	0.78715	0.80994	0.78715	0.78758	0.78715					674	1.51E+00
962.0	0.79003	0.80173	0.79003	0.81188	0.79003	0.79042	0.79003					675	1.49E+00
963.0	0.78239	0.79761	0.78239	0.80771	0.78239	0.7816	0.78239					676	1.50E+00
964.0	0.77735	0.78808	0.77735	0.79806	0.77735	0.7789	0.77735					677	1.49E+00
965.0	0.78316	0.79579	0.78316	0.80586	0.78316	0.7829	0.78316					678	1.49E+00
966.0	0.76643	0.78598	0.76643	0.78598	0.76643	0.76759	0.76643					679	1.46E+00
967.0	0.78411	0.79503	0.78411	0.80509	0.78411	0.78292	0.78411					680	1.47E+00
968.0	0.775	0.78526	0.775	0.7952	0.775	0.7759	0.775					681	1.46E+00
969.0	0.77742	0.78789	0.77742	0.79786	0.77742	0.77812	0.77742					682	1.46E+00
970.0	0.78185	0.7914	0.78185	0.80142	0.78185	0.78104	0.78185					683	1.46E+00
971.0	0.77274	0.78186	0.77274	0.79176	0.77274	0.77326	0.77274					684	1.45E+00
